class_id,status,difference_kind,candidate_count,example_args,method1_status,method2_status,method1_exception_class,method2_exception_class,error
2407,no_difference,,36,[],,,,,
2416,no_difference,,36,[],,,,,
2418,no_difference,,36,[],,,,,
2424,no_difference,,36,[],,,,,
2423,no_difference,,36,[],,,,,
2419,no_difference,,36,[],,,,,
2422,no_difference,,36,[],,,,,
2430,no_difference,,36,[],,,,,
2428,no_difference,,36,[],,,,,
2427,no_difference,,36,[],,,,,
2425,no_difference,,36,[],,,,,
2426,no_difference,,36,[],,,,,
2429,no_difference,,36,[],,,,,
2442,no_difference,,6,[],,,,,
2440,no_difference,,6,[],,,,,
2438,no_difference,,6,[],,,,,
2441,no_difference,,6,[],,,,,
2444,no_difference,,6,[],,,,,
2439,no_difference,,6,[],,,,,
2443,no_difference,,6,[],,,,,
2431,no_difference,,36,[],,,,,
2446,no_difference,,36,[],,,,,
2447,no_difference,,6,[],,,,,
2445,no_difference,,36,[],,,,,
2448,no_difference,,36,[],,,,,
2449,no_difference,,6,[],,,,,
2451,no_difference,,6,[],,,,,
2454,no_difference,,6,[],,,,,
2450,no_difference,,36,[],,,,,
2460,no_difference,,36,[],,,,,
2453,no_difference,,36,[],,,,,
2455,no_difference,,36,[],,,,,
2456,no_difference,,36,[],,,,,
2458,no_difference,,36,[],,,,,
2457,no_difference,,36,[],,,,,
2452,no_difference,,36,[],,,,,
2459,no_difference,,36,[],,,,,
2461,no_difference,,36,[],,,,,
2462,no_difference,,36,[],,,,,
2463,no_difference,,36,[],,,,,
2464,no_difference,,36,[],,,,,
2470,no_difference,,36,[],,,,,
2466,no_difference,,36,[],,,,,
2472,no_difference,,36,[],,,,,
2471,no_difference,,36,[],,,,,
2465,no_difference,,36,[],,,,,
2469,no_difference,,36,[],,,,,
2474,no_difference,,36,[],,,,,
2473,no_difference,,36,[],,,,,
2475,no_difference,,36,[],,,,,
2476,no_difference,,36,[],,,,,
2477,no_difference,,36,[],,,,,
2487,no_difference,,6,[],,,,,
2484,no_difference,,6,[],,,,,
2480,no_difference,,36,[],,,,,
2485,no_difference,,6,[],,,,,
2481,no_difference,,36,[],,,,,
2479,no_difference,,36,[],,,,,
2486,no_difference,,6,[],,,,,
2482,no_difference,,36,[],,,,,
2483,no_difference,,36,[],,,,,
2488,no_difference,,36,[],,,,,
2490,no_difference,,36,[],,,,,
2497,no_difference,,36,[],,,,,
2500,no_difference,,36,[],,,,,
2492,no_difference,,36,[],,,,,
2496,no_difference,,36,[],,,,,
2493,no_difference,,36,[],,,,,
2498,no_difference,,36,[],,,,,
2502,no_difference,,36,[],,,,,
2499,no_difference,,36,[],,,,,
2494,no_difference,,36,[],,,,,
2501,no_difference,,36,[],,,,,
2514,no_difference,,6,[],,,,,
2504,no_difference,,36,[],,,,,
2503,no_difference,,36,[],,,,,
2510,no_difference,,36,[],,,,,
2505,no_difference,,36,[],,,,,
2509,no_difference,,36,[],,,,,
2508,no_difference,,36,[],,,,,
2517,no_difference,,36,[],,,,,
2506,no_difference,,36,[],,,,,
2516,no_difference,,36,[],,,,,
2519,no_difference,,36,[],,,,,
2521,no_difference,,36,[],,,,,
2524,no_difference,,6,[],,,,,
2523,no_difference,,6,[],,,,,
2522,no_difference,,6,[],,,,,
2526,no_difference,,6,[],,,,,
2525,no_difference,,6,[],,,,,
2534,no_difference,,36,[],,,,,
2527,no_difference,,36,[],,,,,
2529,no_difference,,36,[],,,,,
2531,no_difference,,36,[],,,,,
2530,no_difference,,36,[],,,,,
2533,no_difference,,36,[],,,,,
2532,no_difference,,36,[],,,,,
2538,no_difference,,36,[],,,,,
2535,no_difference,,36,[],,,,,
2539,no_difference,,36,[],,,,,
2537,no_difference,,36,[],,,,,
2536,no_difference,,36,[],,,,,
2540,no_difference,,36,[],,,,,
2548,no_difference,,36,[],,,,,
2544,no_difference,,36,[],,,,,
2543,no_difference,,36,[],,,,,
2541,no_difference,,36,[],,,,,
2546,no_difference,,36,[],,,,,
2545,no_difference,,36,[],,,,,
2552,no_difference,,6,[],,,,,
2553,no_difference,,6,[],,,,,
2550,no_difference,,6,[],,,,,
2551,no_difference,,36,[],,,,,
2549,no_difference,,36,[],,,,,
2557,no_difference,,36,[],,,,,
2556,no_difference,,6,[],,,,,
2558,no_difference,,36,[],,,,,
2559,no_difference,,36,[],,,,,
2560,no_difference,,36,[],,,,,
2554,no_difference,,36,[],,,,,
2555,no_difference,,36,[],,,,,
2563,no_difference,,36,[],,,,,
2561,no_difference,,36,[],,,,,
2564,no_difference,,36,[],,,,,
2562,no_difference,,36,[],,,,,
2567,no_difference,,36,[],,,,,
2566,no_difference,,36,[],,,,,
2574,no_difference,,36,[],,,,,
2572,no_difference,,36,[],,,,,
2569,no_difference,,36,[],,,,,
2571,no_difference,,36,[],,,,,
2573,no_difference,,36,[],,,,,
2565,no_difference,,36,[],,,,,
2575,no_difference,,36,[],,,,,
2577,no_difference,,36,[],,,,,
2580,no_difference,,36,[],,,,,
2581,no_difference,,36,[],,,,,
2578,no_difference,,36,[],,,,,
2576,no_difference,,36,[],,,,,
2584,no_difference,,36,[],,,,,
2585,no_difference,,36,[],,,,,
2582,no_difference,,36,[],,,,,
2579,no_difference,,36,[],,,,,
2583,no_difference,,36,[],,,,,
2586,no_difference,,36,[],,,,,
2587,no_difference,,36,[],,,,,
2588,no_difference,,36,[],,,,,
2590,no_difference,,36,[],,,,,
2589,no_difference,,36,[],,,,,
2591,no_difference,,36,[],,,,,
2592,no_difference,,36,[],,,,,
2594,no_difference,,36,[],,,,,
2595,no_difference,,36,[],,,,,
2593,no_difference,,36,[],,,,,
2596,no_difference,,36,[],,,,,
2598,no_difference,,36,[],,,,,
2597,no_difference,,36,[],,,,,
2604,no_difference,,6,[],,,,,
2603,no_difference,,6,[],,,,,
2601,no_difference,,6,[],,,,,
2600,no_difference,,36,[],,,,,
2610,no_difference,,36,[],,,,,
2613,no_difference,,36,[],,,,,
2607,no_difference,,36,[],,,,,
2611,no_difference,,36,[],,,,,
2608,no_difference,,36,[],,,,,
2612,no_difference,,36,[],,,,,
2605,no_difference,,36,[],,,,,
2609,no_difference,,36,[],,,,,
2614,no_difference,,36,[],,,,,
2615,no_difference,,36,[],,,,,
2616,no_difference,,36,[],,,,,
2628,no_difference,,6,[],,,,,
2620,no_difference,,36,[],,,,,
2617,no_difference,,36,[],,,,,
2619,no_difference,,36,[],,,,,
2627,no_difference,,36,[],,,,,
2622,no_difference,,36,[],,,,,
2621,no_difference,,36,[],,,,,
2624,no_difference,,6,[],,,,,
2625,no_difference,,36,[],,,,,
2629,no_difference,,6,[],,,,,
2630,no_difference,,36,[],,,,,
2631,no_difference,,36,[],,,,,
2637,no_difference,,36,[],,,,,
2633,no_difference,,36,[],,,,,
2632,no_difference,,36,[],,,,,
2636,no_difference,,36,[],,,,,
2639,no_difference,,36,[],,,,,
2635,no_difference,,36,[],,,,,
2640,no_difference,,36,[],,,,,
2634,no_difference,,36,[],,,,,
2638,no_difference,,36,[],,,,,
2641,no_difference,,36,[],,,,,
2648,no_difference,,6,[],,,,,
2642,no_difference,,36,[],,,,,
2643,no_difference,,36,[],,,,,
2644,no_difference,,36,[],,,,,
2651,no_difference,,6,[],,,,,
2647,no_difference,,36,[],,,,,
2654,no_difference,,36,[],,,,,
2649,no_difference,,36,[],,,,,
2652,no_difference,,36,[],,,,,
2650,no_difference,,36,[],,,,,
2653,no_difference,,36,[],,,,,
2656,no_difference,,6,[],,,,,
2658,no_difference,,6,[],,,,,
2655,no_difference,,36,[],,,,,
2659,no_difference,,36,[],,,,,
2662,no_difference,,36,[],,,,,
2657,no_difference,,36,[],,,,,
2665,no_difference,,36,[],,,,,
2660,no_difference,,36,[],,,,,
2661,no_difference,,36,[],,,,,
2663,no_difference,,36,[],,,,,
2664,no_difference,,36,[],,,,,
2666,no_difference,,36,[],,,,,
2670,no_difference,,6,[],,,,,
2668,no_difference,,36,[],,,,,
2671,no_difference,,36,[],,,,,
2674,no_difference,,36,[],,,,,
2675,no_difference,,36,[],,,,,
2677,no_difference,,36,[],,,,,
2672,no_difference,,36,[],,,,,
2679,no_difference,,36,[],,,,,
2678,no_difference,,36,[],,,,,
2682,no_difference,,36,[],,,,,
2673,no_difference,,36,[],,,,,
2680,no_difference,,36,[],,,,,
2683,no_difference,,36,[],,,,,
2701,no_difference,,7,[],,,,,
2708,no_difference,,6,[],,,,,
2702,no_difference,,11,[],,,,,
2709,no_difference,,36,[],,,,,
2714,no_difference,,36,[],,,,,
2716,no_difference,,36,[],,,,,
2706,no_difference,,36,[],,,,,
2707,no_difference,,36,[],,,,,
2713,no_difference,,36,[],,,,,
2710,no_difference,,36,[],,,,,
2712,no_difference,,36,[],,,,,
2717,no_difference,,11,[],,,,,
2718,no_difference,,36,[],,,,,
2721,no_difference,,36,[],,,,,
2720,no_difference,,36,[],,,,,
2722,no_difference,,36,[],,,,,
2725,no_difference,,36,[],,,,,
2726,no_difference,,36,[],,,,,
2729,no_difference,,36,[],,,,,
2724,no_difference,,36,[],,,,,
2727,no_difference,,36,[],,,,,
2730,no_difference,,36,[],,,,,
2728,no_difference,,36,[],,,,,
2731,no_difference,,36,[],,,,,
2745,no_difference,,7,[],,,,,
2742,no_difference,,7,[],,,,,
2732,no_difference,,36,[],,,,,
2738,no_difference,,36,[],,,,,
2746,no_difference,,36,[],,,,,
2748,no_difference,,7,[],,,,,
2735,no_difference,,36,[],,,,,
2737,no_difference,,36,[],,,,,
2733,no_difference,,36,[],,,,,
2734,no_difference,,36,[],,,,,
2747,no_difference,,36,[],,,,,
2749,no_difference,,36,[],,,,,
2750,no_difference,,36,[],,,,,
2752,no_difference,,36,[],,,,,
2753,no_difference,,36,[],,,,,
2755,no_difference,,36,[],,,,,
2756,no_difference,,36,[],,,,,
2754,no_difference,,36,[],,,,,
2758,no_difference,,36,[],,,,,
2762,no_difference,,36,[],,,,,
2761,no_difference,,36,[],,,,,
2759,no_difference,,36,[],,,,,
2757,no_difference,,36,[],,,,,
2764,no_difference,,36,[],,,,,
2765,no_difference,,36,[],,,,,
2766,no_difference,,36,[],,,,,
2767,no_difference,,36,[],,,,,
2768,no_difference,,36,[],,,,,
2769,no_difference,,36,[],,,,,
2770,no_difference,,36,[],,,,,
2771,no_difference,,36,[],,,,,
2772,no_difference,,36,[],,,,,
2777,no_difference,,36,[],,,,,
2775,no_difference,,36,[],,,,,
2773,no_difference,,36,[],,,,,
2778,no_difference,,36,[],,,,,
2779,no_difference,,36,[],,,,,
2781,no_difference,,36,[],,,,,
2780,no_difference,,36,[],,,,,
2785,no_difference,,36,[],,,,,
2784,no_difference,,36,[],,,,,
2783,no_difference,,36,[],,,,,
2789,no_difference,,36,[],,,,,
2786,no_difference,,36,[],,,,,
2782,no_difference,,36,[],,,,,
2790,no_difference,,36,[],,,,,
2787,no_difference,,36,[],,,,,
2791,no_difference,,36,[],,,,,
2796,no_difference,,36,[],,,,,
2793,no_difference,,36,[],,,,,
2792,no_difference,,36,[],,,,,
2794,no_difference,,36,[],,,,,
2802,no_difference,,36,[],,,,,
2800,no_difference,,36,[],,,,,
2806,no_difference,,36,[],,,,,
2797,no_difference,,36,[],,,,,
2795,no_difference,,36,[],,,,,
2807,no_difference,,36,[],,,,,
2798,no_difference,,36,[],,,,,
2815,no_difference,,36,[],,,,,
2824,no_difference,,36,[],,,,,
2821,no_difference,,36,[],,,,,
2832,no_difference,,36,[],,,,,
2809,no_difference,,36,[],,,,,
2812,no_difference,,36,[],,,,,
2833,no_difference,,36,[],,,,,
2808,no_difference,,36,[],,,,,
2813,no_difference,,36,[],,,,,
2811,no_difference,,36,[],,,,,
2831,no_difference,,36,[],,,,,
2830,no_difference,,36,[],,,,,
2839,no_difference,,7,[],,,,,
2838,no_difference,,36,[],,,,,
2837,no_difference,,36,[],,,,,
2840,no_difference,,36,[],,,,,
2842,no_difference,,36,[],,,,,
2835,no_difference,,36,[],,,,,
2841,no_difference,,36,[],,,,,
2836,no_difference,,36,[],,,,,
2846,no_difference,,36,[],,,,,
2844,no_difference,,36,[],,,,,
2843,no_difference,,36,[],,,,,
2845,no_difference,,36,[],,,,,
2847,no_difference,,36,[],,,,,
2850,no_difference,,36,[],,,,,
2853,no_difference,,36,[],,,,,
2849,no_difference,,36,[],,,,,
2851,no_difference,,36,[],,,,,
2858,no_difference,,36,[],,,,,
2855,no_difference,,36,[],,,,,
2856,no_difference,,36,[],,,,,
2854,no_difference,,36,[],,,,,
2852,no_difference,,36,[],,,,,
2859,no_difference,,36,[],,,,,
2860,no_difference,,36,[],,,,,
2862,no_difference,,36,[],,,,,
2864,no_difference,,36,[],,,,,
2861,no_difference,,36,[],,,,,
2866,no_difference,,36,[],,,,,
2869,no_difference,,36,[],,,,,
2870,no_difference,,36,[],,,,,
2868,no_difference,,36,[],,,,,
2863,no_difference,,36,[],,,,,
2865,no_difference,,36,[],,,,,
2867,no_difference,,36,[],,,,,
2871,no_difference,,36,[],,,,,
2872,no_difference,,36,[],,,,,
2882,no_difference,,6,[],,,,,
2873,no_difference,,36,[],,,,,
2875,no_difference,,36,[],,,,,
2876,no_difference,,36,[],,,,,
2874,no_difference,,36,[],,,,,
2893,no_difference,,36,[],,,,,
2891,no_difference,,36,[],,,,,
2890,no_difference,,36,[],,,,,
2894,no_difference,,36,[],,,,,
2886,no_difference,,36,[],,,,,
2892,no_difference,,36,[],,,,,
2895,no_difference,,36,[],,,,,
2899,no_difference,,7,[],,,,,
2900,no_difference,,36,[],,,,,
2902,no_difference,,7,[],,,,,
2896,no_difference,,36,[],,,,,
2905,no_difference,,7,[],,,,,
2901,no_difference,,36,[],,,,,
2906,no_difference,,36,[],,,,,
2908,no_difference,,36,[],,,,,
2911,no_difference,,36,[],,,,,
2897,no_difference,,36,[],,,,,
2907,no_difference,,36,[],,,,,
2904,no_difference,,36,[],,,,,
2928,no_difference,,7,[],,,,,
2916,no_difference,,36,[],,,,,
2913,no_difference,,36,[],,,,,
2915,no_difference,,36,[],,,,,
2931,no_difference,,36,[],,,,,
2930,no_difference,,36,[],,,,,
2919,no_difference,,36,[],,,,,
2918,no_difference,,36,[],,,,,
2927,no_difference,,36,[],,,,,
2926,no_difference,,36,[],,,,,
2933,no_difference,,36,[],,,,,
2932,no_difference,,36,[],,,,,
2938,no_difference,,36,[],,,,,
2936,no_difference,,36,[],,,,,
2934,no_difference,,36,[],,,,,
2935,no_difference,,36,[],,,,,
2946,no_difference,,36,[],,,,,
2937,no_difference,,36,[],,,,,
2942,no_difference,,36,[],,,,,
2940,no_difference,,36,[],,,,,
2941,no_difference,,36,[],,,,,
2944,no_difference,,36,[],,,,,
2943,no_difference,,36,[],,,,,
2947,no_difference,,36,[],,,,,
2952,no_difference,,11,[],,,,,
2954,no_difference,,36,[],,,,,
2955,no_difference,,36,[],,,,,
2958,no_difference,,36,[],,,,,
2962,no_difference,,36,[],,,,,
2960,no_difference,,36,[],,,,,
2956,no_difference,,36,[],,,,,
2963,no_difference,,11,[],,,,,
2968,no_difference,,7,[],,,,,
2959,no_difference,,36,[],,,,,
2964,no_difference,,7,[],,,,,
2961,no_difference,,36,[],,,,,
2971,no_difference,,36,[],,,,,
2972,no_difference,,36,[],,,,,
2983,no_difference,,36,[],,,,,
2980,no_difference,,36,[],,,,,
2974,no_difference,,36,[],,,,,
2977,no_difference,,36,[],,,,,
2978,no_difference,,36,[],,,,,
2979,no_difference,,36,[],,,,,
2982,no_difference,,36,[],,,,,
2989,no_difference,,36,[],,,,,
2986,no_difference,,36,[],,,,,
2984,no_difference,,36,[],,,,,
2999,no_difference,,36,[],,,,,
3003,no_difference,,36,[],,,,,
2990,no_difference,,36,[],,,,,
2994,no_difference,,36,[],,,,,
2992,no_difference,,36,[],,,,,
2991,no_difference,,36,[],,,,,
3000,no_difference,,36,[],,,,,
3004,no_difference,,7,[],,,,,
2996,no_difference,,36,[],,,,,
3002,no_difference,,36,[],,,,,
3005,no_difference,,36,[],,,,,
3006,no_difference,,36,[],,,,,
3008,no_difference,,36,[],,,,,
3010,no_difference,,36,[],,,,,
3020,no_difference,,36,[],,,,,
3009,no_difference,,36,[],,,,,
3017,no_difference,,36,[],,,,,
3024,no_difference,,36,[],,,,,
3021,no_difference,,36,[],,,,,
3018,no_difference,,36,[],,,,,
3029,no_difference,,36,[],,,,,
3028,no_difference,,36,[],,,,,
3034,no_difference,,36,[],,,,,
3036,no_difference,,36,[],,,,,
3037,no_difference,,36,[],,,,,
3043,no_difference,,36,[],,,,,
3049,no_difference,,36,[],,,,,
3060,no_difference,,41,[],,,,,
3066,no_difference,,11,[],,,,,
3061,no_difference,,36,[],,,,,
3078,no_difference,,7,[],,,,,
3071,no_difference,,37,[],,,,,
3070,no_difference,,37,[],,,,,
3083,no_difference,,36,[],,,,,
3084,no_difference,,36,[],,,,,
3088,no_difference,,36,[],,,,,
3104,no_difference,,6,[],,,,,
3119,no_difference,,36,[],,,,,
3091,no_difference,,36,[],,,,,
3118,no_difference,,7,[],,,,,
3092,no_difference,,36,[],,,,,
3090,no_difference,,36,[],,,,,
3113,no_difference,,36,[],,,,,
3122,no_difference,,36,[],,,,,
3120,no_difference,,36,[],,,,,
3125,no_difference,,36,[],,,,,
3126,no_difference,,11,[],,,,,
3127,no_difference,,36,[],,,,,
3133,no_difference,,6,[],,,,,
3134,no_difference,,6,[],,,,,
3135,no_difference,,6,[],,,,,
3138,no_difference,,6,[],,,,,
3140,no_difference,,6,[],,,,,
3136,no_difference,,6,[],,,,,
3144,no_difference,,6,[],,,,,
3141,no_difference,,6,[],,,,,
3143,no_difference,,6,[],,,,,
3142,no_difference,,6,[],,,,,
3145,no_difference,,6,[],,,,,
3146,no_difference,,6,[],,,,,
3147,no_difference,,6,[],,,,,
3148,no_difference,,6,[],,,,,
3152,no_difference,,6,[],,,,,
3150,no_difference,,6,[],,,,,
3151,no_difference,,6,[],,,,,
3153,no_difference,,6,[],,,,,
3155,no_difference,,6,[],,,,,
3154,no_difference,,6,[],,,,,
3156,no_difference,,6,[],,,,,
3157,no_difference,,6,[],,,,,
3159,no_difference,,6,[],,,,,
3160,no_difference,,6,[],,,,,
3167,no_difference,,6,[],,,,,
3162,no_difference,,6,[],,,,,
3161,no_difference,,6,[],,,,,
3168,no_difference,,6,[],,,,,
3182,no_difference,,4,[],,,,,
3170,no_difference,,36,[],,,,,
3183,no_difference,,4,[],,,,,
3193,no_difference,,36,[],,,,,
3191,no_difference,,36,[],,,,,
3190,no_difference,,36,[],,,,,
3194,no_difference,,36,[],,,,,
3200,no_difference,,36,[],,,,,
3203,no_difference,,36,[],,,,,
3202,no_difference,,60,[],,,,,
3205,no_difference,,64,[],,,,,
3208,no_difference,,64,[],,,,,
3209,no_difference,,64,[],,,,,
3211,no_difference,,64,[],,,,,
3210,no_difference,,64,[],,,,,
3214,no_difference,,64,[],,,,,
3213,no_difference,,64,[],,,,,
3215,no_difference,,64,[],,,,,
3219,no_difference,,64,[],,,,,
3216,no_difference,,64,[],,,,,
3224,no_difference,,36,[],,,,,
3230,no_difference,,36,[],,,,,
3225,no_difference,,36,[],,,,,
3228,no_difference,,36,[],,,,,
3226,no_difference,,36,[],,,,,
3229,no_difference,,36,[],,,,,
3227,no_difference,,36,[],,,,,
3234,no_difference,,36,[],,,,,
3231,no_difference,,36,[],,,,,
3232,no_difference,,36,[],,,,,
3237,no_difference,,36,[],,,,,
3235,no_difference,,36,[],,,,,
3240,no_difference,,36,[],,,,,
3238,no_difference,,36,[],,,,,
3245,no_difference,,36,[],,,,,
3247,no_difference,,36,[],,,,,
3246,no_difference,,36,[],,,,,
3244,no_difference,,36,[],,,,,
3252,no_difference,,36,[],,,,,
3248,no_difference,,36,[],,,,,
3253,no_difference,,36,[],,,,,
3249,no_difference,,36,[],,,,,
3251,no_difference,,36,[],,,,,
3250,no_difference,,36,[],,,,,
3256,no_difference,,36,[],,,,,
3254,no_difference,,36,[],,,,,
3260,no_difference,,36,[],,,,,
3258,no_difference,,36,[],,,,,
3261,no_difference,,36,[],,,,,
3263,no_difference,,36,[],,,,,
3264,no_difference,,36,[],,,,,
3271,no_difference,,36,[],,,,,
3269,no_difference,,36,[],,,,,
3272,no_difference,,36,[],,,,,
3270,no_difference,,36,[],,,,,
3274,no_difference,,36,[],,,,,
3273,no_difference,,36,[],,,,,
3275,no_difference,,36,[],,,,,
3276,no_difference,,36,[],,,,,
3279,no_difference,,36,[],,,,,
3277,no_difference,,36,[],,,,,
3280,no_difference,,36,[],,,,,
3287,no_difference,,36,[],,,,,
3282,no_difference,,36,[],,,,,
3281,no_difference,,36,[],,,,,
3288,no_difference,,36,[],,,,,
3285,no_difference,,36,[],,,,,
3283,no_difference,,36,[],,,,,
3289,no_difference,,36,[],,,,,
3286,no_difference,,36,[],,,,,
3292,no_difference,,36,[],,,,,
3290,no_difference,,36,[],,,,,
3291,no_difference,,36,[],,,,,
3293,no_difference,,36,[],,,,,
3294,no_difference,,36,[],,,,,
3299,no_difference,,36,[],,,,,
3298,no_difference,,36,[],,,,,
3303,no_difference,,36,[],,,,,
3296,no_difference,,36,[],,,,,
3301,no_difference,,36,[],,,,,
3306,no_difference,,36,[],,,,,
3307,no_difference,,36,[],,,,,
3305,no_difference,,36,[],,,,,
3304,no_difference,,36,[],,,,,
3308,no_difference,,36,[],,,,,
3309,no_difference,,36,[],,,,,
3316,no_difference,,36,[],,,,,
3312,no_difference,,36,[],,,,,
3314,no_difference,,36,[],,,,,
3315,no_difference,,36,[],,,,,
3310,no_difference,,36,[],,,,,
3317,no_difference,,36,[],,,,,
3319,no_difference,,36,[],,,,,
3318,no_difference,,36,[],,,,,
3321,no_difference,,36,[],,,,,
3322,no_difference,,36,[],,,,,
3320,no_difference,,36,[],,,,,
3328,no_difference,,36,[],,,,,
3324,no_difference,,36,[],,,,,
3327,no_difference,,36,[],,,,,
3329,no_difference,,36,[],,,,,
3330,no_difference,,36,[],,,,,
3331,no_difference,,36,[],,,,,
3332,no_difference,,36,[],,,,,
3333,no_difference,,36,[],,,,,
3339,no_difference,,36,[],,,,,
3334,no_difference,,36,[],,,,,
3336,no_difference,,36,[],,,,,
3343,no_difference,,36,[],,,,,
3335,no_difference,,36,[],,,,,
3340,no_difference,,36,[],,,,,
3344,no_difference,,36,[],,,,,
3345,no_difference,,36,[],,,,,
3346,no_difference,,36,[],,,,,
3347,no_difference,,36,[],,,,,
3349,no_difference,,36,[],,,,,
3356,no_difference,,36,[],,,,,
3354,no_difference,,36,[],,,,,
3353,no_difference,,36,[],,,,,
3355,no_difference,,36,[],,,,,
3357,no_difference,,36,[],,,,,
3351,no_difference,,36,[],,,,,
3360,no_difference,,36,[],,,,,
3361,no_difference,,36,[],,,,,
3362,no_difference,,36,[],,,,,
3366,no_difference,,36,[],,,,,
3363,no_difference,,36,[],,,,,
3365,no_difference,,36,[],,,,,
3369,no_difference,,36,[],,,,,
3364,no_difference,,36,[],,,,,
3371,no_difference,,36,[],,,,,
3370,no_difference,,36,[],,,,,
3367,no_difference,,36,[],,,,,
3372,no_difference,,36,[],,,,,
3374,no_difference,,36,[],,,,,
3377,no_difference,,36,[],,,,,
3379,no_difference,,36,[],,,,,
3378,no_difference,,36,[],,,,,
3375,no_difference,,36,[],,,,,
3382,no_difference,,36,[],,,,,
3380,no_difference,,36,[],,,,,
3376,no_difference,,36,[],,,,,
3384,no_difference,,36,[],,,,,
3387,no_difference,,36,[],,,,,
3386,no_difference,,36,[],,,,,
3388,no_difference,,36,[],,,,,
3404,no_difference,,7,[],,,,,
3389,no_difference,,36,[],,,,,
3391,no_difference,,36,[],,,,,
3390,no_difference,,36,[],,,,,
3394,no_difference,,36,[],,,,,
3392,no_difference,,36,[],,,,,
3393,no_difference,,36,[],,,,,
3395,no_difference,,36,[],,,,,
3405,no_difference,,7,[],,,,,
3406,no_difference,,7,[],,,,,
3397,no_difference,,36,[],,,,,
3420,no_difference,,7,[],,,,,
3407,no_difference,,7,[],,,,,
3408,no_difference,,7,[],,,,,
3421,no_difference,,7,[],,,,,
3410,no_difference,,7,[],,,,,
3411,no_difference,,36,[],,,,,
3418,no_difference,,7,[],,,,,
3415,no_difference,,36,[],,,,,
3416,no_difference,,36,[],,,,,
3423,no_difference,,7,[],,,,,
3424,no_difference,,7,[],,,,,
3422,no_difference,,36,[],,,,,
3428,no_difference,,7,[],,,,,
3430,no_difference,,7,[],,,,,
3429,no_difference,,7,[],,,,,
3425,no_difference,,36,[],,,,,
3427,no_difference,,36,[],,,,,
3431,no_difference,,36,[],,,,,
3435,no_difference,,7,[],,,,,
3434,no_difference,,36,[],,,,,
3432,no_difference,,7,[],,,,,
3433,no_difference,,36,[],,,,,
3437,no_difference,,36,[],,,,,
3438,no_difference,,36,[],,,,,
3440,no_difference,,7,[],,,,,
3442,no_difference,,7,[],,,,,
3441,no_difference,,7,[],,,,,
3443,no_difference,,7,[],,,,,
3439,no_difference,,36,[],,,,,
3450,no_difference,,7,[],,,,,
3448,no_difference,,7,[],,,,,
3447,no_difference,,36,[],,,,,
3446,no_difference,,36,[],,,,,
3452,no_difference,,7,[],,,,,
3451,no_difference,,36,[],,,,,
3453,no_difference,,7,[],,,,,
3455,no_difference,,36,[],,,,,
3471,no_difference,,36,[],,,,,
3457,no_difference,,36,[],,,,,
3464,no_difference,,36,[],,,,,
3456,no_difference,,36,[],,,,,
3465,no_difference,,36,[],,,,,
3466,no_difference,,36,[],,,,,
3467,no_difference,,36,[],,,,,
3473,no_difference,,36,[],,,,,
3475,no_difference,,36,[],,,,,
3478,no_difference,,36,[],,,,,
3479,no_difference,,36,[],,,,,
3481,no_difference,,36,[],,,,,
3476,no_difference,,36,[],,,,,
3482,no_difference,,36,[],,,,,
3484,no_difference,,36,[],,,,,
3480,no_difference,,36,[],,,,,
3486,no_difference,,36,[],,,,,
3487,no_difference,,36,[],,,,,
3489,no_difference,,36,[],,,,,
3491,no_difference,,36,[],,,,,
3492,no_difference,,36,[],,,,,
3493,no_difference,,36,[],,,,,
3497,no_difference,,36,[],,,,,
3499,no_difference,,36,[],,,,,
3501,no_difference,,36,[],,,,,
3504,no_difference,,36,[],,,,,
3502,no_difference,,36,[],,,,,
3503,no_difference,,36,[],,,,,
3507,no_difference,,36,[],,,,,
3505,no_difference,,36,[],,,,,
3506,no_difference,,36,[],,,,,
3509,no_difference,,36,[],,,,,
3515,no_difference,,36,[],,,,,
3512,no_difference,,64,[],,,,,
3521,no_difference,,36,[],,,,,
3511,no_difference,,64,[],,,,,
3524,no_difference,,49,[],,,,,
3527,no_difference,,36,[],,,,,
3526,no_difference,,49,[],,,,,
3528,no_difference,,36,[],,,,,
3530,no_difference,,36,[],,,,,
3539,no_difference,,36,[],,,,,
3529,no_difference,,36,[],,,,,
3531,no_difference,,36,[],,,,,
3533,no_difference,,36,[],,,,,
3541,no_difference,,36,[],,,,,
3542,no_difference,,36,[],,,,,
3545,no_difference,,36,[],,,,,
3546,no_difference,,36,[],,,,,
3544,no_difference,,36,[],,,,,
3543,no_difference,,36,[],,,,,
3549,no_difference,,36,[],,,,,
3553,no_difference,,36,[],,,,,
3552,no_difference,,36,[],,,,,
3557,no_difference,,36,[],,,,,
3550,no_difference,,36,[],,,,,
3558,no_difference,,36,[],,,,,
3556,no_difference,,36,[],,,,,
3560,no_difference,,10,[],,,,,
3562,no_difference,,36,[],,,,,
3563,no_difference,,36,[],,,,,
3561,no_difference,,36,[],,,,,
3564,no_difference,,10,[],,,,,
3565,no_difference,,6,[],,,,,
3568,no_difference,,36,[],,,,,
3567,no_difference,,6,[],,,,,
3574,no_difference,,6,[],,,,,
3575,no_difference,,6,[],,,,,
3570,no_difference,,36,[],,,,,
3576,no_difference,,10,[],,,,,
3571,no_difference,,36,[],,,,,
3572,no_difference,,36,[],,,,,
