class_id,status,elapsed_ms,candidate_count,details
7677,no_counterexample_found,2123,49,
7678,no_counterexample_found,1597,64,
7679,no_counterexample_found,2020,49,
7680,no_counterexample_found,5483,49,
7681,difference_test_written,2021,100,candidate_index=29;method1=OK;method2=OK
7682,no_counterexample_found,1843,49,
7683,signature_mismatch,61,0,method signatures differ
7684,difference_test_written,1767,49,candidate_index=6;method1=OK;method2=OK
7685,difference_test_written,1689,49,candidate_index=2;method1=OK;method2=OK
7686,no_counterexample_found,1478,49,
7687,no_counterexample_found,1879,49,
7688,difference_test_written,1758,100,candidate_index=11;method1=OK;method2=OK
7689,no_counterexample_found,1979,113,
7690,no_counterexample_found,1666,113,
7691,difference_test_written,1695,100,candidate_index=29;method1=OK;method2=OK
7692,difference_test_written,1843,100,candidate_index=11;method1=OK;method2=OK
7693,no_counterexample_found,1552,49,
7694,no_counterexample_found,1815,49,
7695,no_counterexample_found,1805,49,
7696,no_counterexample_found,1971,81,
7697,no_counterexample_found,1842,49,
7698,no_counterexample_found,1749,49,
7699,no_counterexample_found,1735,49,
7700,signature_mismatch,67,0,method signatures differ
7701,difference_test_written,1239,49,candidate_index=6;method1=OK;method2=OK
7702,no_counterexample_found,1490,49,
7703,no_counterexample_found,1430,49,
7704,difference_test_written,1703,100,candidate_index=11;method1=OK;method2=OK
7705,difference_test_written,2178,100,candidate_index=11;method1=OK;method2=OK
7706,no_counterexample_found,1747,49,
7707,no_counterexample_found,1590,100,
7708,no_counterexample_found,1402,6,
7709,no_counterexample_found,1650,49,
7710,signature_mismatch,25,0,method signatures differ
7711,signature_mismatch,7,0,method signatures differ
7712,no_counterexample_found,1725,49,
7713,no_counterexample_found,2094,49,
7714,no_counterexample_found,1787,49,
7715,no_counterexample_found,1691,49,
7716,signature_mismatch,21,0,method signatures differ
7717,difference_test_written,1830,49,candidate_index=6;method1=OK;method2=OK
7718,no_counterexample_found,1783,49,
7719,no_counterexample_found,1481,100,
7720,no_counterexample_found,1532,49,
7721,signature_mismatch,17,0,method signatures differ
7722,signature_mismatch,50,0,method signatures differ
7723,no_counterexample_found,1834,49,
7724,no_counterexample_found,1824,49,
7725,no_counterexample_found,2413,49,
7726,no_counterexample_found,2008,49,
7727,signature_mismatch,23,0,method signatures differ
7728,difference_test_written,1746,49,candidate_index=6;method1=OK;method2=OK
7729,no_counterexample_found,1740,49,
7730,no_counterexample_found,1897,49,
7731,signature_mismatch,65,0,method signatures differ
7732,signature_mismatch,72,0,method signatures differ
7733,no_counterexample_found,1786,72,
7734,signature_mismatch,55,0,method signatures differ
7735,signature_mismatch,103,0,method signatures differ
7736,no_counterexample_found,3476,100,
7737,no_counterexample_found,1822,9,
7738,signature_mismatch,73,0,method signatures differ
7739,signature_mismatch,54,0,method signatures differ
7740,signature_mismatch,64,0,method signatures differ
7741,signature_mismatch,50,0,method signatures differ
7742,no_counterexample_found,1897,100,
7743,signature_mismatch,25,0,method signatures differ
7744,no_counterexample_found,1842,9,
7745,signature_mismatch,62,0,method signatures differ
7746,difference_test_written,1835,100,candidate_index=11;method1=OK;method2=OK
7747,no_counterexample_found,1875,72,
7748,no_counterexample_found,1681,10,
7749,no_counterexample_found,1740,100,
7750,difference_test_written,8876,113,candidate_index=53;method1=EX;method2=OK
7751,no_counterexample_found,1667,100,
7752,no_counterexample_found,1831,64,
7753,no_counterexample_found,1792,64,
7754,difference_test_written,1856,9,candidate_index=0;method1=OK;method2=OK
7755,difference_test_written,1866,9,candidate_index=0;method1=OK;method2=OK
7756,difference_test_written,1938,9,candidate_index=0;method1=OK;method2=OK
7757,difference_test_written,1888,9,candidate_index=0;method1=OK;method2=OK
7758,difference_test_written,1832,9,candidate_index=0;method1=OK;method2=OK
7759,no_counterexample_found,1731,9,
7760,no_counterexample_found,1800,10,
7761,difference_test_written,1880,9,candidate_index=0;method1=OK;method2=OK
7762,difference_test_written,2534,9,candidate_index=0;method1=OK;method2=OK
7763,no_counterexample_found,1178,100,
7764,signature_mismatch,20,0,method signatures differ
7765,difference_test_written,1473,9,candidate_index=0;method1=OK;method2=OK
7766,difference_test_written,1958,9,candidate_index=0;method1=OK;method2=OK
7767,no_counterexample_found,1852,9,
7768,difference_test_written,1940,9,candidate_index=0;method1=OK;method2=OK
7769,signature_mismatch,83,0,method signatures differ
7770,no_counterexample_found,1996,100,
7771,signature_mismatch,88,0,method signatures differ
7772,difference_test_written,1825,9,candidate_index=0;method1=OK;method2=OK
7773,difference_test_written,1793,9,candidate_index=0;method1=OK;method2=OK
7774,difference_test_written,2141,9,candidate_index=0;method1=OK;method2=OK
7775,no_counterexample_found,1558,9,
7776,signature_mismatch,25,0,method signatures differ
7777,signature_mismatch,77,0,method signatures differ
7778,difference_test_written,1670,9,candidate_index=0;method1=OK;method2=OK
7779,signature_mismatch,18,0,method signatures differ
7780,signature_mismatch,75,0,method signatures differ
7781,difference_test_written,2308,9,candidate_index=0;method1=OK;method2=OK
7782,difference_test_written,1925,36,candidate_index=11;method1=OK;method2=OK
7783,no_counterexample_found,1858,10,
7784,signature_mismatch,74,0,method signatures differ
7785,difference_test_written,2013,9,candidate_index=0;method1=OK;method2=OK
7786,difference_test_written,1927,9,candidate_index=0;method1=OK;method2=OK
7787,difference_test_written,2733,9,candidate_index=0;method1=OK;method2=OK
7788,difference_test_written,1819,9,candidate_index=0;method1=OK;method2=OK
7789,difference_test_written,2003,9,candidate_index=0;method1=OK;method2=OK
7790,difference_test_written,2025,9,candidate_index=0;method1=OK;method2=OK
7791,difference_test_written,1991,9,candidate_index=0;method1=OK;method2=OK
7792,difference_test_written,1981,9,candidate_index=0;method1=OK;method2=OK
7793,difference_test_written,1625,9,candidate_index=0;method1=OK;method2=OK
7794,no_counterexample_found,1636,9,
7795,no_counterexample_found,2493,10,
7796,no_counterexample_found,3020,49,
7797,no_counterexample_found,2397,49,
7798,no_counterexample_found,2425,49,
7799,signature_mismatch,9,0,method signatures differ
7800,difference_test_written,2787,49,candidate_index=6;method1=OK;method2=OK
7801,no_counterexample_found,3415,49,
7802,no_counterexample_found,2913,49,
7803,no_counterexample_found,2415,10,
7804,no_counterexample_found,2652,10,
7805,no_counterexample_found,2464,49,
7806,no_counterexample_found,2168,49,
7807,no_counterexample_found,1880,81,
7808,no_counterexample_found,1629,10,
7809,no_counterexample_found,1942,49,
7810,signature_mismatch,8,0,method signatures differ
7811,difference_test_written,1871,49,candidate_index=6;method1=OK;method2=OK
7812,no_counterexample_found,1815,49,
7813,no_counterexample_found,1738,10,
7814,no_counterexample_found,2011,81,
7815,signature_mismatch,58,0,method signatures differ
7816,no_counterexample_found,2253,49,
7817,no_counterexample_found,1914,49,
7818,difference_test_written,1842,49,candidate_index=6;method1=OK;method2=OK
7819,no_counterexample_found,1833,49,
7820,no_counterexample_found,2007,125,
7821,no_counterexample_found,2047,125,
7822,no_counterexample_found,2081,125,
7823,no_counterexample_found,2057,125,
7824,no_counterexample_found,2111,125,
7825,no_counterexample_found,2674,125,
7826,no_counterexample_found,1208,100,
7827,no_counterexample_found,2230,125,
7828,no_counterexample_found,2253,125,
7829,no_counterexample_found,2186,125,
7830,no_counterexample_found,2283,125,
7831,no_counterexample_found,2544,125,
7832,no_counterexample_found,1954,100,
7833,signature_mismatch,55,0,method signatures differ
7834,difference_test_written,1875,49,candidate_index=6;method1=OK;method2=OK
7835,no_counterexample_found,1731,49,
7836,no_counterexample_found,1843,49,
7837,signature_mismatch,11,0,method signatures differ
7838,signature_mismatch,58,0,method signatures differ
7839,signature_mismatch,76,0,method signatures differ
7840,signature_mismatch,63,0,method signatures differ
7841,difference_test_written,1705,49,candidate_index=6;method1=OK;method2=OK
7842,difference_test_written,1863,49,candidate_index=6;method1=OK;method2=OK
7843,no_counterexample_found,1260,49,
7844,difference_test_written,2246,90,candidate_index=4;method1=OK;method2=OK
7845,no_counterexample_found,1433,6,
7846,no_counterexample_found,2682,100,
7847,no_counterexample_found,16693,100,
7848,no_counterexample_found,1753,6,
7849,no_counterexample_found,1618,100,
7850,no_counterexample_found,1887,100,
7851,difference_test_written,3137,100,candidate_index=20;method1=EX;method2=OK
7852,no_counterexample_found,1994,4,
7853,no_counterexample_found,2186,81,
7854,difference_test_written,2302,100,candidate_index=31;method1=OK;method2=OK
7855,difference_test_written,2281,100,candidate_index=11;method1=OK;method2=OK
7856,difference_test_written,2934,125,candidate_index=99;method1=OK;method2=OK
7857,difference_test_written,2973,113,candidate_index=1;method1=OK;method2=EX
7858,no_counterexample_found,3375,113,
7859,difference_test_written,2879,113,candidate_index=7;method1=OK;method2=EX
7860,no_counterexample_found,1974,100,
7861,no_counterexample_found,1992,100,
7862,no_counterexample_found,1629,5,
7863,no_counterexample_found,1970,100,
7864,no_counterexample_found,2000,100,
7865,no_counterexample_found,1650,80,
7866,no_counterexample_found,2873,100,
7867,no_counterexample_found,1789,100,
7868,no_counterexample_found,2318,100,
7869,no_counterexample_found,2679,100,
7870,difference_test_written,2209,81,candidate_index=45;method1=OK;method2=OK
7871,no_counterexample_found,3344,90,
7872,difference_test_written,2499,100,candidate_index=1;method1=OK;method2=EX
7873,no_counterexample_found,1985,81,
7874,difference_test_written,1886,100,candidate_index=11;method1=OK;method2=OK
7875,difference_test_written,1875,100,candidate_index=0;method1=OK;method2=OK
7876,no_counterexample_found,1933,81,
7877,no_counterexample_found,1938,81,
7878,difference_test_written,2059,64,candidate_index=16;method1=OK;method2=OK
7879,no_counterexample_found,2118,81,
7880,no_counterexample_found,1952,81,
7881,no_counterexample_found,1507,5,
7882,no_counterexample_found,1711,81,
7883,no_counterexample_found,1833,81,
7884,difference_test_written,1950,100,candidate_index=20;method1=OK;method2=EX
7885,no_counterexample_found,1928,9,
7886,difference_test_written,2215,100,candidate_index=1;method1=OK;method2=EX
7887,no_counterexample_found,2399,81,
7888,difference_test_written,1828,4,candidate_index=3;method1=OK;method2=OK
7889,no_counterexample_found,1836,4,
7890,no_counterexample_found,1962,100,
7891,difference_test_written,3194,40,candidate_index=2;method1=OK;method2=OK
7892,no_counterexample_found,1615,40,
7893,no_counterexample_found,1749,100,
7894,difference_test_written,1905,100,candidate_index=32;method1=OK;method2=OK
7895,no_counterexample_found,1932,100,
7896,difference_test_written,1713,100,candidate_index=32;method1=OK;method2=OK
7897,no_counterexample_found,1800,100,
7898,no_counterexample_found,1992,64,
7899,no_counterexample_found,2033,90,
7900,no_counterexample_found,1898,90,
7901,no_counterexample_found,2049,90,
7902,no_counterexample_found,2387,100,
7903,no_counterexample_found,1504,100,
7904,difference_test_written,1919,64,candidate_index=1;method1=OK;method2=OK
7905,difference_test_written,1829,100,candidate_index=60;method1=OK;method2=OK
7906,no_counterexample_found,1827,60,
7907,no_counterexample_found,1729,100,
7908,no_counterexample_found,2244,619,
7909,no_counterexample_found,1986,100,
7910,no_counterexample_found,2125,50,
7911,no_counterexample_found,2376,50,
7912,no_counterexample_found,2429,50,
7913,no_counterexample_found,2385,50,
7914,no_counterexample_found,2209,100,
7915,no_counterexample_found,2416,50,
7916,no_counterexample_found,2125,50,
7917,no_counterexample_found,2759,50,
7918,no_counterexample_found,2356,50,
7919,no_counterexample_found,2033,100,
7920,no_counterexample_found,1939,224,
7921,no_counterexample_found,3647,365,
7922,no_counterexample_found,2554,125,
7923,no_counterexample_found,1577,4,
7924,no_counterexample_found,1747,100,
7925,no_counterexample_found,2147,9,
7926,no_counterexample_found,2334,19,
7927,no_counterexample_found,2817,81,
7928,difference_test_written,1959,81,candidate_index=45;method1=OK;method2=OK
7929,difference_test_written,2145,81,candidate_index=45;method1=OK;method2=OK
7930,difference_test_written,2097,81,candidate_index=17;method1=EX;method2=OK
7931,difference_test_written,1773,81,candidate_index=45;method1=OK;method2=OK
7932,difference_test_written,1992,81,candidate_index=45;method1=OK;method2=OK
7933,no_counterexample_found,3348,6,
7934,difference_test_written,2218,81,candidate_index=45;method1=OK;method2=OK
7935,difference_test_written,2248,81,candidate_index=45;method1=OK;method2=OK
7936,difference_test_written,2076,81,candidate_index=45;method1=OK;method2=OK
7937,no_counterexample_found,2070,6,
7938,difference_test_written,2197,81,candidate_index=45;method1=OK;method2=OK
7939,difference_test_written,2232,81,candidate_index=45;method1=OK;method2=OK
7940,difference_test_written,2059,81,candidate_index=45;method1=OK;method2=OK
7941,difference_test_written,2272,81,candidate_index=45;method1=OK;method2=OK
7942,no_counterexample_found,2221,181,
7943,no_counterexample_found,2459,181,
7944,difference_test_written,2038,81,candidate_index=17;method1=EX;method2=OK
7945,difference_test_written,1964,81,candidate_index=45;method1=OK;method2=OK
7946,difference_test_written,2026,81,candidate_index=45;method1=OK;method2=OK
7947,difference_test_written,1988,81,candidate_index=45;method1=OK;method2=OK
7948,difference_test_written,2563,81,candidate_index=45;method1=OK;method2=OK
7949,difference_test_written,2288,81,candidate_index=45;method1=OK;method2=OK
7950,no_counterexample_found,2716,80,
7951,no_counterexample_found,2574,80,
7952,no_counterexample_found,2444,80,
7953,no_counterexample_found,2618,80,
7954,no_counterexample_found,2349,80,
7955,no_counterexample_found,2543,80,
7956,difference_test_written,2458,80,candidate_index=0;method1=OK;method2=OK
7957,no_counterexample_found,2382,80,
7958,no_counterexample_found,2482,80,
7959,no_counterexample_found,2385,80,
7960,no_counterexample_found,2476,125,
7961,no_counterexample_found,2298,80,
7962,no_counterexample_found,2307,81,
7963,difference_test_written,2089,81,candidate_index=1;method1=OK;method2=OK
7964,no_counterexample_found,2073,75,
7965,no_counterexample_found,1715,100,
7966,no_counterexample_found,1948,100,
7967,difference_test_written,2632,64,candidate_index=16;method1=OK;method2=OK
7968,no_counterexample_found,2213,64,
7969,no_counterexample_found,1944,100,
7970,no_counterexample_found,1814,100,
7971,no_counterexample_found,1910,81,
7972,no_counterexample_found,1715,100,
7973,no_counterexample_found,1713,100,
7974,no_counterexample_found,1534,100,
7975,no_counterexample_found,1832,100,
7976,no_counterexample_found,1800,100,
7977,no_counterexample_found,1323,100,
7978,no_counterexample_found,2000,125,
7979,no_counterexample_found,1865,100,
7980,no_counterexample_found,1849,100,
7981,no_counterexample_found,2683,125,
7982,no_counterexample_found,1978,125,
7983,no_counterexample_found,2065,125,
7984,no_counterexample_found,2566,125,
7985,no_counterexample_found,2090,100,
7986,no_counterexample_found,2168,100,
7987,no_counterexample_found,2151,4,
7988,no_counterexample_found,2381,125,
7989,no_counterexample_found,2058,125,
7990,no_counterexample_found,48175,125,
7991,no_counterexample_found,2200,125,
7992,no_counterexample_found,9580,340,
7993,no_counterexample_found,2124,125,
7994,no_counterexample_found,1950,125,
7995,no_counterexample_found,2943,100,
7996,difference_test_written,3584,265,candidate_index=94;method1=OK;method2=OK
7997,no_counterexample_found,2121,265,
7998,no_counterexample_found,2112,265,
7999,no_counterexample_found,2106,265,
8000,no_counterexample_found,2882,100,
8001,no_counterexample_found,1923,100,
8002,no_counterexample_found,1852,100,
8003,no_counterexample_found,1445,9,
8004,no_counterexample_found,1898,100,
8005,no_counterexample_found,3016,9,
8006,no_counterexample_found,1593,100,
8007,no_counterexample_found,1607,30,
8008,no_counterexample_found,1840,30,
8009,no_counterexample_found,6456,30,
8010,no_counterexample_found,1767,30,
8011,no_counterexample_found,2032,30,
8012,no_counterexample_found,1869,30,
8013,no_counterexample_found,1521,100,
8014,difference_test_written,1866,81,candidate_index=9;method1=EX;method2=OK
8015,no_counterexample_found,2026,63,
8016,no_counterexample_found,2063,63,
8017,no_counterexample_found,2053,63,
8018,no_counterexample_found,2133,125,
8019,no_counterexample_found,2480,81,
8020,difference_test_written,2142,4,candidate_index=3;method1=OK;method2=OK
8021,no_counterexample_found,1982,4,
8022,difference_test_written,1653,4,candidate_index=2;method1=OK;method2=OK
8023,difference_test_written,1179,4,candidate_index=2;method1=OK;method2=OK
8024,no_counterexample_found,1591,100,
8025,difference_test_written,1515,4,candidate_index=3;method1=OK;method2=OK
8026,no_counterexample_found,2031,125,
8027,no_counterexample_found,2005,125,
8028,no_counterexample_found,1951,125,
8029,no_counterexample_found,2019,50,
8030,no_counterexample_found,2040,125,
8031,no_counterexample_found,2017,125,
8032,difference_test_written,2100,125,candidate_index=85;method1=OK;method2=OK
8033,no_counterexample_found,1783,10,
8034,no_counterexample_found,1762,50,
8035,no_counterexample_found,1866,50,
8036,no_counterexample_found,1780,50,
8037,no_counterexample_found,1796,50,
8038,no_counterexample_found,1771,50,
8039,no_counterexample_found,1445,50,
8040,no_counterexample_found,1795,50,
8041,no_counterexample_found,1632,50,
8042,no_counterexample_found,1589,50,
8043,difference_test_written,3116,50,candidate_index=41;method1=EX;method2=OK
8044,no_counterexample_found,2116,125,
8045,no_counterexample_found,1798,125,
8046,no_counterexample_found,2004,50,
8047,no_counterexample_found,2058,50,
8048,difference_test_written,14005,50,candidate_index=41;method1=EX;method2=OK
8049,difference_test_written,2227,125,candidate_index=10;method1=OK;method2=EX
8050,no_counterexample_found,3320,125,
8051,no_counterexample_found,2884,50,
8052,no_counterexample_found,1904,50,
8053,no_counterexample_found,1984,50,
8054,no_counterexample_found,2121,50,
8055,no_counterexample_found,2137,125,
8056,no_counterexample_found,2102,64,
8057,difference_test_written,1796,125,candidate_index=10;method1=OK;method2=EX
8058,no_counterexample_found,3211,125,
8059,no_counterexample_found,1984,100,
8060,difference_test_written,2106,125,candidate_index=10;method1=OK;method2=EX
8061,no_counterexample_found,2184,125,
8062,no_counterexample_found,2208,125,
8063,no_counterexample_found,2904,125,
8064,no_counterexample_found,2136,125,
8065,no_counterexample_found,1840,125,
8066,no_counterexample_found,2073,125,
8067,no_counterexample_found,1943,125,
8068,difference_test_written,2206,125,candidate_index=85;method1=OK;method2=OK
8069,no_counterexample_found,1806,125,
8070,no_counterexample_found,1750,125,
8071,difference_test_written,2002,125,candidate_index=10;method1=EX;method2=OK
8072,no_counterexample_found,1855,125,
8073,no_counterexample_found,2185,10,
8074,no_counterexample_found,1987,10,
8075,no_counterexample_found,1755,10,
8076,no_counterexample_found,1500,90,
8077,no_counterexample_found,9434,90,
8078,difference_test_written,1829,10,candidate_index=0;method1=OK;method2=EX
8079,no_counterexample_found,1924,181,
8080,no_counterexample_found,2125,100,
8081,no_counterexample_found,2192,100,
8082,no_counterexample_found,2173,100,
8083,no_counterexample_found,1907,100,
8084,no_counterexample_found,1871,100,
8085,no_counterexample_found,1974,90,
8086,difference_test_written,1933,72,candidate_index=3;method1=OK;method2=OK
8087,difference_test_written,1968,72,candidate_index=3;method1=OK;method2=OK
8088,no_counterexample_found,1761,100,
8089,difference_test_written,1982,81,candidate_index=45;method1=OK;method2=OK
8090,difference_test_written,1959,81,candidate_index=45;method1=OK;method2=OK
8091,no_counterexample_found,1836,90,
8092,difference_test_written,1844,81,candidate_index=17;method1=EX;method2=OK
8093,difference_test_written,2011,81,candidate_index=45;method1=OK;method2=OK
8094,difference_test_written,2009,81,candidate_index=45;method1=OK;method2=OK
8095,difference_test_written,2098,81,candidate_index=45;method1=OK;method2=OK
8096,difference_test_written,1967,81,candidate_index=45;method1=OK;method2=OK
8097,difference_test_written,1646,81,candidate_index=45;method1=OK;method2=OK
8098,difference_test_written,1943,81,candidate_index=45;method1=OK;method2=OK
8099,difference_test_written,2031,81,candidate_index=45;method1=OK;method2=OK
8100,difference_test_written,2317,81,candidate_index=45;method1=OK;method2=OK
8101,difference_test_written,2128,81,candidate_index=45;method1=OK;method2=OK
8102,difference_test_written,2031,81,candidate_index=45;method1=OK;method2=OK
8103,difference_test_written,1971,81,candidate_index=45;method1=OK;method2=OK
8104,difference_test_written,2074,81,candidate_index=17;method1=EX;method2=OK
8105,difference_test_written,3721,81,candidate_index=45;method1=OK;method2=OK
8106,difference_test_written,1798,81,candidate_index=45;method1=OK;method2=OK
8107,difference_test_written,1984,81,candidate_index=45;method1=OK;method2=OK
8108,difference_test_written,1721,81,candidate_index=45;method1=OK;method2=OK
8109,difference_test_written,1681,81,candidate_index=45;method1=OK;method2=OK
8110,difference_test_written,1902,72,candidate_index=1;method1=OK;method2=OK
8111,difference_test_written,1854,81,candidate_index=45;method1=OK;method2=OK
8112,difference_test_written,1942,72,candidate_index=3;method1=OK;method2=OK
8113,difference_test_written,1688,81,candidate_index=45;method1=OK;method2=OK
8114,difference_test_written,2012,81,candidate_index=1;method1=EX;method2=OK
8115,no_counterexample_found,1980,100,
8116,no_counterexample_found,1772,16,
8117,difference_test_written,2158,90,candidate_index=0;method1=OK;method2=OK
8118,difference_test_written,1906,72,candidate_index=1;method1=OK;method2=OK
8119,no_counterexample_found,1661,16,
8120,no_counterexample_found,1790,16,
8121,no_counterexample_found,1791,16,
8122,no_counterexample_found,2121,16,
8123,difference_test_written,1830,72,candidate_index=3;method1=OK;method2=OK
8124,no_counterexample_found,1932,125,
8125,no_counterexample_found,2330,125,
8126,no_counterexample_found,1950,90,
8127,no_counterexample_found,1687,6,
8128,no_counterexample_found,2013,100,
8129,no_counterexample_found,1681,6,
8130,no_counterexample_found,1796,100,
8131,no_counterexample_found,1811,100,
8132,no_counterexample_found,1958,125,
8133,difference_test_written,4630,125,candidate_index=7;method1=OK;method2=EX
8134,no_counterexample_found,1708,50,
8135,difference_test_written,1741,6,candidate_index=3;method1=OK;method2=OK
8136,no_counterexample_found,1735,4,
8137,no_counterexample_found,1383,4,
8138,no_counterexample_found,1690,4,
8139,no_counterexample_found,1804,4,
8140,difference_test_written,1912,100,candidate_index=11;method1=OK;method2=OK
8141,no_counterexample_found,2148,125,
8142,difference_test_written,2098,90,candidate_index=10;method1=OK;method2=OK
8143,difference_test_written,2192,90,candidate_index=10;method1=OK;method2=OK
8144,difference_test_written,1804,100,candidate_index=11;method1=OK;method2=OK
8145,difference_test_written,1811,100,candidate_index=0;method1=OK;method2=OK
8146,difference_test_written,1747,100,candidate_index=11;method1=OK;method2=OK
8147,difference_test_written,1689,81,candidate_index=0;method1=OK;method2=OK
8148,no_counterexample_found,2138,125,
8149,no_counterexample_found,1548,100,
8150,no_counterexample_found,1773,36,
8151,no_counterexample_found,1726,4,
8152,difference_test_written,2058,100,candidate_index=59;method1=OK;method2=OK
8153,no_counterexample_found,1858,100,
8154,no_counterexample_found,2062,100,
8155,no_counterexample_found,2288,100,
8156,no_counterexample_found,1885,60,
8157,no_counterexample_found,2162,60,
8158,no_counterexample_found,1819,81,
8159,difference_test_written,1916,100,candidate_index=37;method1=EX;method2=EX
8160,no_counterexample_found,1910,81,
8161,no_counterexample_found,2047,81,
8162,no_counterexample_found,1870,100,
8163,no_counterexample_found,1751,100,
8164,no_counterexample_found,2016,81,
8165,no_counterexample_found,2045,60,
8166,no_counterexample_found,1761,81,
8167,no_counterexample_found,1875,81,
8168,no_counterexample_found,1981,81,
8169,no_counterexample_found,1608,81,
8170,no_counterexample_found,2310,81,
8171,no_counterexample_found,1968,100,
8172,no_counterexample_found,1439,81,
8173,no_counterexample_found,1741,81,
8174,no_counterexample_found,2390,81,
8175,difference_test_written,2349,100,candidate_index=1;method1=EX;method2=OK
8176,no_counterexample_found,2339,100,
8177,no_counterexample_found,2078,125,
8178,difference_test_written,2000,90,candidate_index=4;method1=OK;method2=OK
8179,no_counterexample_found,1647,7,
8180,difference_test_written,1891,90,candidate_index=1;method1=EX;method2=OK
8181,no_counterexample_found,2325,100,
8182,difference_test_written,2007,90,candidate_index=9;method1=OK;method2=EX
8183,difference_test_written,1855,90,candidate_index=9;method1=OK;method2=EX
8184,difference_test_written,1817,81,candidate_index=9;method1=OK;method2=EX
8185,difference_test_written,3430,81,candidate_index=9;method1=OK;method2=EX
8186,no_counterexample_found,2004,125,
8187,difference_test_written,1555,81,candidate_index=9;method1=OK;method2=EX
8188,no_counterexample_found,1822,100,
8189,no_counterexample_found,2235,100,
8190,no_counterexample_found,2146,125,
8191,signature_mismatch,43,0,method signatures differ
8192,no_counterexample_found,2014,125,
8193,no_counterexample_found,3555,125,
8194,no_counterexample_found,2201,100,
8195,signature_mismatch,9,0,method signatures differ
8196,signature_mismatch,8,0,method signatures differ
8197,no_counterexample_found,1566,6,
8198,no_counterexample_found,2062,100,
8199,no_counterexample_found,1989,100,
8200,signature_mismatch,22,0,method signatures differ
8201,no_counterexample_found,1655,100,
8202,no_counterexample_found,2001,125,
8203,no_counterexample_found,10195,125,
8204,no_counterexample_found,1985,100,
8205,no_counterexample_found,1949,100,
8206,no_counterexample_found,2141,125,
8207,difference_test_written,1913,9,candidate_index=2;method1=OK;method2=OK
8208,no_counterexample_found,2159,113,
8209,no_counterexample_found,1479,30,
8210,no_counterexample_found,1720,100,
8211,no_counterexample_found,2823,3,
8212,no_counterexample_found,1356,100,
8213,no_counterexample_found,1932,224,
8214,no_counterexample_found,2299,100,
8215,no_counterexample_found,1721,100,
8216,signature_mismatch,21,0,method signatures differ
8217,no_counterexample_found,1865,3,
8218,no_counterexample_found,2023,3,
8219,signature_mismatch,21,0,method signatures differ
8220,no_counterexample_found,1929,100,
8221,no_counterexample_found,2123,100,
8222,difference_test_written,15899,100,candidate_index=11;method1=OK;method2=OK
8223,signature_mismatch,50,0,method signatures differ
8224,signature_mismatch,40,0,method signatures differ
8225,no_counterexample_found,1717,10,
8226,difference_test_written,1996,100,candidate_index=11;method1=OK;method2=OK
8227,no_counterexample_found,1714,100,
8228,no_counterexample_found,1649,3,
8229,signature_mismatch,21,0,method signatures differ
8230,signature_mismatch,72,0,method signatures differ
8231,difference_test_written,2119,81,candidate_index=17;method1=EX;method2=OK
8232,no_counterexample_found,8733,81,
8233,no_counterexample_found,2151,81,
8234,no_counterexample_found,2130,81,
8235,no_counterexample_found,2138,81,
8236,no_counterexample_found,2173,81,
8237,no_counterexample_found,1820,81,
8238,no_counterexample_found,2051,81,
8239,no_counterexample_found,2040,81,
8240,no_counterexample_found,2124,81,
8241,difference_test_written,2222,81,candidate_index=17;method1=EX;method2=OK
8242,no_counterexample_found,2128,81,
8243,no_counterexample_found,1967,81,
8244,no_counterexample_found,1744,81,
8245,no_counterexample_found,2068,81,
8246,no_counterexample_found,1798,81,
8247,difference_test_written,1537,81,candidate_index=1;method1=EX;method2=OK
8248,no_counterexample_found,1735,100,
8249,difference_test_written,8932,100,candidate_index=20;method1=OK;method2=OK
8250,no_counterexample_found,2164,100,
8251,no_counterexample_found,1781,100,
8252,difference_test_written,5917,100,candidate_index=20;method1=OK;method2=OK
8253,no_counterexample_found,3407,100,
8254,no_counterexample_found,1813,100,
8255,no_counterexample_found,1892,100,
8256,no_counterexample_found,3969,100,
8257,difference_test_written,2001,100,candidate_index=11;method1=OK;method2=OK
8258,difference_test_written,1656,100,candidate_index=11;method1=OK;method2=OK
8259,no_counterexample_found,1940,100,
8260,no_counterexample_found,2026,90,
8261,no_counterexample_found,2072,90,
8262,no_counterexample_found,2116,81,
8263,no_counterexample_found,2075,100,
8264,difference_test_written,2295,100,candidate_index=59;method1=OK;method2=OK
8265,no_counterexample_found,1822,113,
8266,difference_test_written,2341,90,candidate_index=49;method1=OK;method2=OK
8267,difference_test_written,2032,81,candidate_index=44;method1=OK;method2=OK
8268,difference_test_written,2273,90,candidate_index=49;method1=OK;method2=OK
8269,no_counterexample_found,14568,100,
8270,no_counterexample_found,2175,100,
8271,no_counterexample_found,2269,100,
8272,no_counterexample_found,2170,100,
8273,no_counterexample_found,1701,100,
8274,no_counterexample_found,2021,90,
8275,no_counterexample_found,1942,81,
8276,difference_test_written,1825,100,candidate_index=13;method1=OK;method2=OK
8277,no_counterexample_found,2158,90,
8278,no_counterexample_found,1917,81,
8279,difference_test_written,1691,100,candidate_index=19;method1=OK;method2=EX
8280,difference_test_written,1815,100,candidate_index=19;method1=OK;method2=EX
8281,difference_test_written,1774,100,candidate_index=19;method1=OK;method2=EX
8282,difference_test_written,1800,81,candidate_index=17;method1=OK;method2=EX
8283,difference_test_written,1923,81,candidate_index=17;method1=OK;method2=EX
